username,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,danceability
sheepran,0.927,4,-2.915,1,0.0479,0.0843,0,0.149,0.744,101.019,audio_features,3TcL0dyCMyr0kyTTc4NLgI,spotify:track:3TcL0dyCMyr0kyTTc4NLgI,https://api.spotify.com/v1/tracks/3TcL0dyCMyr0kyTTc4NLgI,https://api.spotify.com/v1/audio-analysis/3TcL0dyCMyr0kyTTc4NLgI,195613,4,0.682
sheepran,0.69,3,-5.391,1,0.206,0.0216,0,0.257,0.681,180.239,audio_features,3zxrecYFao03IrrcyFiaMU,spotify:track:3zxrecYFao03IrrcyFiaMU,https://api.spotify.com/v1/tracks/3zxrecYFao03IrrcyFiaMU,https://api.spotify.com/v1/audio-analysis/3zxrecYFao03IrrcyFiaMU,182026,3,0.541
sheepran,0.545,11,-7.981,1,0.0324,0.14,0,0.119,0.592,113.962,audio_features,4812NLW48dCoABairmUF0p,spotify:track:4812NLW48dCoABairmUF0p,https://api.spotify.com/v1/tracks/4812NLW48dCoABairmUF0p,https://api.spotify.com/v1/audio-analysis/4812NLW48dCoABairmUF0p,216160,4,0.682
sheepran,0.661,0,-5.914,1,0.0375,0.234,0,0.0951,0.506,107.016,audio_features,4sJqSKPc5fZ5OZ8JiVI44N,spotify:track:4sJqSKPc5fZ5OZ8JiVI44N,https://api.spotify.com/v1/tracks/4sJqSKPc5fZ5OZ8JiVI44N,https://api.spotify.com/v1/audio-analysis/4sJqSKPc5fZ5OZ8JiVI44N,221440,4,0.604
sheepran,0.692,5,-5.28,0,0.0431,0.0412,7.24E-05,0.324,0.937,116.017,audio_features,55h7vJchibLdUkxdlX3fK7,spotify:track:55h7vJchibLdUkxdlX3fK7,https://api.spotify.com/v1/tracks/55h7vJchibLdUkxdlX3fK7,https://api.spotify.com/v1/audio-analysis/55h7vJchibLdUkxdlX3fK7,178560,4,0.874
sheepran,0.853,10,-5.814,1,0.0493,0.386,0,0.0862,0.743,103.993,audio_features,5AkZntfhC6IBpNtWyWTWhk,spotify:track:5AkZntfhC6IBpNtWyWTWhk,https://api.spotify.com/v1/tracks/5AkZntfhC6IBpNtWyWTWhk,https://api.spotify.com/v1/audio-analysis/5AkZntfhC6IBpNtWyWTWhk,268320,4,0.688
sheepran,0.708,8,-4.154,1,0.0474,0.0337,0,0.0841,0.742,103.07,audio_features,5Gu0PDLN4YJeW75PpBSg9p,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,https://api.spotify.com/v1/tracks/5Gu0PDLN4YJeW75PpBSg9p,https://api.spotify.com/v1/audio-analysis/5Gu0PDLN4YJeW75PpBSg9p,174800,4,0.664
sheepran,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,audio_features,5knuzwU65gJK7IF5yJsuaW,spotify:track:5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW,251088,4,0.72
sheepran,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960,4,0.748
sheepran,0.917,6,-3.046,1,0.0708,0.47,0,0.101,0.783,107.014,audio_features,7dntEnQ5dfLggFkI1duDZq,spotify:track:7dntEnQ5dfLggFkI1duDZq,https://api.spotify.com/v1/tracks/7dntEnQ5dfLggFkI1duDZq,https://api.spotify.com/v1/audio-analysis/7dntEnQ5dfLggFkI1duDZq,233337,4,0.632
sheepran,0.397,0,-5.98,1,0.028,0.84,0,0.0772,0.509,89.044,audio_features,7l1qvxWjxcKpB9PCtBuTbU,spotify:track:7l1qvxWjxcKpB9PCtBuTbU,https://api.spotify.com/v1/tracks/7l1qvxWjxcKpB9PCtBuTbU,https://api.spotify.com/v1/audio-analysis/7l1qvxWjxcKpB9PCtBuTbU,197373,4,0.577
sheepran,0.74,5,-4.836,0,0.0358,0.00415,0,0.277,0.257,86.983,audio_features,7xrA11O07xo57Bbg6p4hck,spotify:track:7xrA11O07xo57Bbg6p4hck,https://api.spotify.com/v1/tracks/7xrA11O07xo57Bbg6p4hck,https://api.spotify.com/v1/audio-analysis/7xrA11O07xo57Bbg6p4hck,193893,4,0.628
sheepran,0.885,9,-5.547,0,0.206,0.0133,0,0.0821,0.752,112.878,audio_features,36YCdzT57us0LhDmCYtrNE,spotify:track:36YCdzT57us0LhDmCYtrNE,https://api.spotify.com/v1/tracks/36YCdzT57us0LhDmCYtrNE,https://api.spotify.com/v1/audio-analysis/36YCdzT57us0LhDmCYtrNE,232880,4,0.738
sheepran,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,audio_features,0TK2YIli7K1leLovkQiNik,spotify:track:0TK2YIli7K1leLovkQiNik,https://api.spotify.com/v1/tracks/0TK2YIli7K1leLovkQiNik,https://api.spotify.com/v1/audio-analysis/0TK2YIli7K1leLovkQiNik,190960,4,0.759
sheepran,0.683,8,-6.444,0,0.0287,0.156,2.32E-05,0.273,0.64,120.023,audio_features,57RA3JGafJm5zRtKJiKPIm,spotify:track:57RA3JGafJm5zRtKJiKPIm,https://api.spotify.com/v1/tracks/57RA3JGafJm5zRtKJiKPIm,https://api.spotify.com/v1/audio-analysis/57RA3JGafJm5zRtKJiKPIm,178000,4,0.682
sheepran,0.172,7,-20.7,1,0.0318,0.979,0.275,0.124,0.297,90.972,audio_features,5I6y1KWmUoV5YCaIEcs1qs,spotify:track:5I6y1KWmUoV5YCaIEcs1qs,https://api.spotify.com/v1/tracks/5I6y1KWmUoV5YCaIEcs1qs,https://api.spotify.com/v1/audio-analysis/5I6y1KWmUoV5YCaIEcs1qs,307698,4,0.571
sheepran,0.42,0,-6.444,1,0.0414,0.588,6.39E-05,0.11,0.184,84.094,audio_features,5Nm9ERjJZ5oyfXZTECKmRt,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,https://api.spotify.com/v1/tracks/5Nm9ERjJZ5oyfXZTECKmRt,https://api.spotify.com/v1/audio-analysis/5Nm9ERjJZ5oyfXZTECKmRt,172724,4,0.418
sheepran,0.33,6,-7.194,1,0.0526,0.627,1.93E-06,0.14,0.718,95.016,audio_features,66wkCYWlXzSTQAfnsPBptt,spotify:track:66wkCYWlXzSTQAfnsPBptt,https://api.spotify.com/v1/tracks/66wkCYWlXzSTQAfnsPBptt,https://api.spotify.com/v1/audio-analysis/66wkCYWlXzSTQAfnsPBptt,216000,4,0.861
sheepran,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,audio_features,6NFyWDv5CjfwuzoCkw47Xf,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,https://api.spotify.com/v1/tracks/6NFyWDv5CjfwuzoCkw47Xf,https://api.spotify.com/v1/audio-analysis/6NFyWDv5CjfwuzoCkw47Xf,232253,4,0.75
sheepran,0.574,4,-5.241,0,0.0519,0.0355,0.000131,0.254,0.731,93.481,audio_features,04ToULF2xWTbVtfAUk6K7P,spotify:track:04ToULF2xWTbVtfAUk6K7P,https://api.spotify.com/v1/tracks/04ToULF2xWTbVtfAUk6K7P,https://api.spotify.com/v1/audio-analysis/04ToULF2xWTbVtfAUk6K7P,169412,4,0.682
sheepran,0.453,7,-6.09,1,0.0278,0.263,0,0.0543,0.348,125.772,audio_features,0TXNKTzawI6VgLoA9UauRp,spotify:track:0TXNKTzawI6VgLoA9UauRp,https://api.spotify.com/v1/tracks/0TXNKTzawI6VgLoA9UauRp,https://api.spotify.com/v1/audio-analysis/0TXNKTzawI6VgLoA9UauRp,216560,4,0.681
sheepran,0.73,1,-5.934,1,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4,0.514
sheepran,0.863,2,-5.937,1,0.05,0.00154,0.000236,0.0598,0.644,135.998,audio_features,0ZIjM8SSASA9uQZgFA5R3X,spotify:track:0ZIjM8SSASA9uQZgFA5R3X,https://api.spotify.com/v1/tracks/0ZIjM8SSASA9uQZgFA5R3X,https://api.spotify.com/v1/audio-analysis/0ZIjM8SSASA9uQZgFA5R3X,203947,4,0.538
sheepran,0.896,1,-4.267,0,0.0437,0.0773,8.87E-05,0.091,0.641,124.978,audio_features,0cITLOYn1Sv4q27zZPqlNK,spotify:track:0cITLOYn1Sv4q27zZPqlNK,https://api.spotify.com/v1/tracks/0cITLOYn1Sv4q27zZPqlNK,https://api.spotify.com/v1/audio-analysis/0cITLOYn1Sv4q27zZPqlNK,220827,4,0.602
sheepran,0.757,7,-2.94,1,0.0296,0.00265,1.87E-06,0.189,0.658,121.07,audio_features,0dBW6ZsW8skfvoRfgeerBF,spotify:track:0dBW6ZsW8skfvoRfgeerBF,https://api.spotify.com/v1/tracks/0dBW6ZsW8skfvoRfgeerBF,https://api.spotify.com/v1/audio-analysis/0dBW6ZsW8skfvoRfgeerBF,230707,4,0.624
sheepran,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,audio_features,0kzw2tRyuL9rzipi5ntlIy,spotify:track:0kzw2tRyuL9rzipi5ntlIy,https://api.spotify.com/v1/tracks/0kzw2tRyuL9rzipi5ntlIy,https://api.spotify.com/v1/audio-analysis/0kzw2tRyuL9rzipi5ntlIy,199080,4,0.578
sheepran,0.623,8,-3.878,1,0.0288,0.0739,0.000424,0.146,0.208,163.893,audio_features,10eBRyImhfqVvkiVEGf0N0,spotify:track:10eBRyImhfqVvkiVEGf0N0,https://api.spotify.com/v1/tracks/10eBRyImhfqVvkiVEGf0N0,https://api.spotify.com/v1/audio-analysis/10eBRyImhfqVvkiVEGf0N0,352187,4,0.455
sheepran,0.624,0,-9.728,1,0.0827,0.781,0.000189,0.1,0.248,102.012,audio_features,12M5uqx0ZuwkpLp5rJim1a,spotify:track:12M5uqx0ZuwkpLp5rJim1a,https://api.spotify.com/v1/tracks/12M5uqx0ZuwkpLp5rJim1a,https://api.spotify.com/v1/audio-analysis/12M5uqx0ZuwkpLp5rJim1a,287267,4,0.824
sheepran,0.432,6,-9.481,0,0.217,0.443,0,0.132,0.0897,97.022,audio_features,14SaZBTjxlorHJQxXh01Hu,spotify:track:14SaZBTjxlorHJQxXh01Hu,https://api.spotify.com/v1/tracks/14SaZBTjxlorHJQxXh01Hu,https://api.spotify.com/v1/audio-analysis/14SaZBTjxlorHJQxXh01Hu,222374,4,0.656
vals0405,0.172,2,-15.706,1,0.0405,0.904,0.342,0.119,0.16,94.694,audio_features,0V6V6fwKxTHDrsLLmgW432,spotify:track:0V6V6fwKxTHDrsLLmgW432,https://api.spotify.com/v1/tracks/0V6V6fwKxTHDrsLLmgW432,https://api.spotify.com/v1/audio-analysis/0V6V6fwKxTHDrsLLmgW432,1160280,4,0.314
